,SRR6206939_pass,SRR6206940_pass,SRR6206941_pass,SRR6206942_pass,SRR6206943_pass,SRR6206944_pass
2210408F21Rik,2,2,2,0,3,4
2210408I21Rik,22,20,26,48,38,23
2210411M09Rik,2,2,2,0,0,0
2210412B16Rik,5,5,9,2,3,3
2210414B05Rik,14,22,16,1,2,4
2210417A02Rik,0,2,0,11,28,13
2210418O10Rik,30,18,21,20,43,35
2210420H20Rik,3,2,1,1,0,3
2300002M23Rik,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0
2300009A05Rik,99,109,107,187,207,229
2310001H17Rik,165,174,149,111,25,66
2310001K20Rik,0,0,0,0,0,0
2310001K24Rik,4,0,0,4,4,3
2310002F09Rik,10,4,11,0,2,0
2310002L09Rik,0,0,0,0,0,0
2310003L06Rik,0,0,0,0,0,0
2310005A03Rik,5,2,2,3,4,1
2310005E17Rik,0,0,0,0,0,0
2310007B03Rik,0,0,0,0,0,0
2310008N11Rik,0,2,0,0,0,0
2310009A05Rik,125,133,113,280,288,239
2310009B15Rik,49,58,55,145,137,116
2310010J17Rik,20,20,22,12,8,9
2310011J03Rik,797,934,881,1196,1000,991
2310014F06Rik,0,2,0,15,16,10
2310015A10Rik,193,205,210,65,8,36
2310015D24Rik,0,0,1,1,0,0
2310015K22Rik,0,1,1,0,1,1
2310016D03Rik,0,0,0,0,0,0
2310016D23Rik,4,4,2,3,1,1
2310016G11Rik,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0
2310022A10Rik,906,815,942,1446,1684,1672
2310022B05Rik,285,247,300,236,531,326
2310026I22Rik,0,0,0,12,6,2
2310026L22Rik,0,2,1,0,0,1
2310030A07Rik,0,0,0,0,0,0
2310030G06Rik,1,0,0,1,0,0
2310031A07Rik,11,19,0,4,0,5
2310033P09Rik,404,366,429,763,755,763
2310034C09Rik,0,0,0,0,0,0
2310034G01Rik,0,1,0,0,2,1
2310034O05Rik,0,1,1,2,0,0
2310035C23Rik,1862,1807,1751,807,643,706
2310039H08Rik,151,158,131,411,375,366
2310039L15Rik,28,9,4,5,10,8
2310040G07Rik,0,1,0,1,15,12
2310040G24Rik,10,7,3,5,17,23
2310043L19Rik,0,0,0,0,0,2
2310043M15Rik,7,7,3,1,7,4
2310043O21Rik,0,0,0,0,0,0
2310043P16Rik,187,151,160,31,26,49
2310044K18Rik,3,2,0,1,0,0
2310046K23Rik,0,0,0,0,0,0
2310047D07Rik,7,1,3,9,0,8
2310050C09Rik,0,0,0,0,0,0
2310057J18Rik,2,0,0,1,0,0
2310057M21Rik,303,236,229,559,492,484
2310057N15Rik,0,0,0,0,0,0
2310058D17Rik,48,58,52,122,106,87
2310061I04Rik,363,415,437,676,1104,877
2310061N02Rik,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0
2310068J16Rik,15,9,3,14,9,10
2310069B03Rik,0,0,0,0,0,0
2310069G16Rik,0,0,0,0,1,0
2310074N15Rik,3,1,3,1,5,0
2310075C17Rik,0,0,0,0,0,0
2310079G19Rik,0,0,0,0,0,0
2310081O03Rik,0,0,0,0,0,0
2400006E01Rik,0,0,0,0,0,0
2410002F23Rik,2587,2312,2226,2702,3012,3008
2410003L11Rik,0,2,1,0,0,0
2410004B18Rik,456,476,424,505,424,403
2410004I01Rik,0,0,0,0,0,0
2410004P03Rik,25,6,11,29,7,10
2410006H16Rik,2005,2319,2269,2437,1530,1596
2410012E07Rik,0,0,0,0,0,0
2410015M20Rik,742,835,893,1597,1415,1367
2410017I17Rik,235,304,242,45,26,55
2410018L13Rik,66,67,65,52,62,74
2410021H03Rik,5,1,0,1,2,1
2410022M11Rik,61,50,49,71,35,49
2410080I02Rik,0,0,0,0,0,0
2410089E03Rik,784,617,684,242,289,265
2410124H12Rik,0,0,0,0,0,0
2410131K14Rik,623,604,668,482,424,431
2410137M14Rik,1,0,0,0,0,0
2410141K09Rik,0,0,2,0,0,2
2410152P15Rik,0,0,0,0,0,0
2500002B13Rik,26,21,16,64,67,50
2500004C02Rik,63,32,48,97,67,81
2510002D24Rik,367,445,416,607,751,563
2510009E07Rik,47,40,43,136,136,34
2510016D11Rik,13,12,15,10,14,17
2510017J16Rik,9,2,8,4,0,3
2510039O18Rik,2028,2191,2328,1720,2028,2219
2510046G10Rik,34,29,30,70,41,38
2600006K01Rik,8,7,8,13,8,8
2600014E21Rik,4,1,3,2,0,2
2610001A08Rik,0,0,0,0,0,0
2610001J05Rik,462,459,542,607,564,476
2610002M06Rik,405,399,416,860,1090,867
2610008E11Rik,353,304,299,175,83,123
2610011E03Rik,0,0,0,0,0,0
2610012C04Rik,1,0,1,0,0,0
2610016A17Rik,0,0,0,0,0,0
2610017A05Rik,0,3,3,6,6,3
2610020C07Rik,28,22,27,62,50,96
2610020F03Rik,0,0,0,0,0,0
2610021A01Rik,450,423,478,723,614,675
2610027F03Rik,0,0,0,0,0,0
2610027K06Rik,0,2,2,0,0,1
2610028E06Rik,3,0,0,1,0,2
2610028H24Rik,0,0,0,0,1,0
2610034O05Rik,0,0,0,0,0,0
2610035D17Rik,8,4,3,18,4,26
2610035F20Rik,1,0,0,0,0,0
2610037D02Rik,25,17,14,14,18,15
2610042L04Rik,4,0,0,0,0,2
2610044O15Rik8,139,136,137,238,194,255
2610105M22Rik,0,0,0,0,0,0
2610203C20Rik,0,0,0,0,1,1
2610203C22Rik,5,3,2,2,2,2
2610204G07Rik,1,0,0,0,1,0
2610206C17Rik,9,7,8,6,5,10
2610300A13Rik,0,0,0,0,0,0
2610300M13Rik,0,0,0,1,0,0
2610301B20Rik,120,95,103,348,363,278
2610303G11Rik,0,0,0,0,0,0
2610306M01Rik,33,22,31,46,70,66
2610306O10Rik,0,1,0,0,5,5
2610307P16Rik,12,7,10,11,18,5
2610316D01Rik,3,4,1,0,2,2
2610318N02Rik,66,52,56,1042,920,834
2610507B11Rik,5146,5216,5541,4598,6698,6354
2610507I01Rik,0,3,2,1,1,2
2610509F24Rik,0,1,0,1,0,2
2610524H06Rik,157,178,142,943,510,514
2610528A11Rik,14,8,23,9,0,1
2610528J11Rik,0,0,0,0,0,0
2700012I20Rik,5,3,5,9,4,7
2700016F22Rik,2,2,4,2,0,2
2700029L08Rik,1,0,1,1,1,0
2700033N17Rik,0,0,3,19,1,1
2700038G22Rik,102,78,78,543,517,500
2700046A07Rik,0,0,0,2,0,0
2700046G09Rik,0,2,1,3,0,0
2700049A03Rik,492,376,347,488,543,623
2700060E02Rik,1280,1617,1414,3351,3512,2697
2700062C07Rik,151,142,142,506,438,416
2700068H02Rik,1,3,3,2,6,2
2700069I18Rik,3,4,0,1,2,0
2700078F05Rik,0,1,1,2,0,0
2700080J24Rik,1,1,0,2,2,1
2700081O15Rik,322,317,271,283,72,218
2700089I24Rik,1,1,1,0,0,0
2700097O09Rik,43,41,47,127,118,105
2810001G20Rik,57,66,66,77,51,77
2810002D19Rik,43,49,45,81,47,55
2810004N23Rik,486,524,555,1842,1988,1860
2810006K23Rik,136,145,170,257,237,235
2810013P06Rik,313,270,269,203,147,211
2810021J22Rik,124,141,154,158,97,119
2810029C07Rik,15,7,7,7,2,5
2810030D12Rik,0,0,0,0,0,0
2810032G03Rik,0,0,0,0,1,0
2810049E08Rik,1,0,0,0,0,2
2810402E24Rik,56,58,31,102,120,104
2810403A07Rik,1043,1018,963,1453,1313,1403
2810403D21Rik,90,50,58,93,68,75
2810404F17Rik,1,3,4,2,0,1
2810404M03Rik,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,1
2810405F17Rik,6,6,6,6,4,8
2810407A14Rik,0,0,0,0,0,0
2810408A11Rik,33,39,40,59,75,41
2810408I11Rik,14,23,12,280,218,179
2810410L24Rik,1,1,1,1,14,4
2810414N06Rik,18,17,11,15,32,21
2810425M01Rik,14,20,24,33,52,34
2810428I15Rik,340,312,317,835,1011,844
2810428J06Rik,7,7,6,4,4,8
2810429I04Rik,52,40,40,354,348,439
2810430I11Rik,0,0,0,0,0,0
2810432F15Rik,0,0,0,0,0,0
2810433D01Rik,1,0,0,1,0,1
2810442N19Rik,0,0,0,0,0,0
2810454H06Rik,17,11,12,19,4,15
2810455O05Rik,62,52,47,44,30,49
2810459M11Rik,12,8,6,43,66,45
2810468N07Rik,14,18,16,116,11,94
2810471M01Rik,1,2,1,0,1,0
2810474O19Rik,2104,1891,2000,964,689,836
2900002M20Rik,0,0,0,0,0,0
2900005J15Rik,9,5,4,5,21,11
2900009J06Rik,1,0,0,2,2,3
2900011O08Rik,0,1,4,2,0,0
2900018N21Rik,1,0,0,0,0,0
2900022M07Rik,2,5,2,1,1,3
2900026A02Rik,87,89,98,58,681,621
2900027M19Rik,74,99,54,54,59,56
2900035J10Rik,0,0,0,0,0,0
2900037B21Rik,0,0,0,0,1,0
2900041M22Rik,6,9,6,9,61,26
2900042K21Rik,7,3,2,1,2,6
2900052L18Rik,0,0,0,3,2,0
2900052N01Rik,57,79,49,23,3,6
2900055J20Rik,0,0,0,0,0,0
2900060B14Rik,21,20,19,23,4,15
2900064F13Rik,0,0,0,0,0,0
2900064K03Rik,4,3,0,1,0,0
2900069G24Rik,0,0,0,0,0,0
2900072N19Rik,0,0,0,0,0,0
2900076A07Rik,21,28,20,50,51,60
2900076G11Rik,1,0,0,2,1,1
2900079G21Rik,0,1,0,0,8,2
2900089D17Rik,12,12,13,0,9,4
2900092C05Rik,0,0,0,0,0,0
2900092N22Rik,0,0,0,0,0,0
2900092O11Rik,0,0,0,0,0,0
2900093K20Rik,15,13,17,9,6,7
2900097C17Rik,1766,1751,1825,1679,3557,3229
3010001F23Rik,0,0,0,2,0,2
3010003L21Rik,38,30,58,58,72,84
3100002H09Rik,0,0,0,0,0,0
3100003L05Rik,0,0,0,0,0,0
3110001I22Rik,247,264,241,236,142,156
3110002H16Rik,857,1081,920,897,777,868
3110004A20Rik,0,0,0,0,0,0
3110009E18Rik,62,47,58,111,146,156
3110018I06Rik,0,0,1,2,0,0
3110021N24Rik,2,3,0,0,0,3
3110031N09Rik,0,0,0,0,0,0
3110035E14Rik,0,0,0,0,0,0
3110039M20Rik,0,0,0,0,0,0
3110040N11Rik,157,171,188,261,281,222
3110043O21Rik,298,393,368,74,116,81
3110045C21Rik,0,1,0,3,0,0
3110056K07Rik,99,108,125,86,76,56
3110062G12Rik,0,0,0,0,0,0
3110062M04Rik,216,163,144,213,173,208
3110070M22Rik,9,13,5,21,14,7
3110079O15Rik,0,0,0,0,0,0
3110080E11Rik,0,0,0,0,0,0
3110080O07Rik,0,0,0,0,0,0
3110082I17Rik,133,148,124,1084,1140,707
3110082J24Rik,0,0,0,0,0,0
3110083C13Rik,1,5,3,12,3,5
3110099E03Rik,1,2,1,0,1,0
3222401L13Rik,6,6,6,4,0,2
3300002A11Rik,0,0,0,0,0,0
3300002I08Rik,4,11,5,4,3,6
3300002P13Rik,2,0,0,0,0,0
3300005D01Rik,48,55,39,10,5,1
3425401B19Rik,23,6,6,1,2,2
3632451O06Rik,0,1,0,271,0,0
3632454L22Rik,3,0,7,0,2,1
3830403N18Rik,15,18,5,1,0,2
3830406C13Rik,323,359,350,441,762,475
3830408C21Rik,25,28,21,18,15,19
3830417A13Rik,0,0,0,0,0,0
3830422I06Rik,0,0,0,0,0,0
3830432H09Rik,0,1,0,0,0,0
3930402G23Rik,2,0,0,0,0,1
4430402I18Rik,17,15,11,4,7,6
4631405J19Rik,4,4,5,1,1,2
4631405K08Rik,0,0,0,0,0,0
4632404H12Rik,93,65,72,118,145,162
4632404M16Rik,0,0,0,0,0,0
4632411P08Rik,10,6,9,6,3,3
4632415L05Rik,178,213,201,337,368,369
4632427E13Rik,8,6,13,13,15,21
4632428C04Rik,34,22,26,6,0,7
4632432E15Rik,208,129,134,118,122,110
4633401B06Rik,1,1,1,1,1,0
4731419I09Rik,13,4,5,3,6,7
4732414G09Rik,1,1,0,0,0,2
4732416N19Rik,17,14,15,36,27,24
4732419C18Rik,16,20,14,27,27,25
4732440D04Rik,118,114,85,44,36,30
4732463B04Rik,2,0,3,40,64,68
4732465J04Rik,18,24,19,3,9,12
4732471J01Rik,14,10,24,13,3,7
4732487G21Rik,120,99,97,35,28,30
4732490B19Rik,3,1,0,3,1,0
4732491K20Rik,7,6,7,13,5,9
4732496C06Rik,37,27,45,6,4,0
4831440D22Rik,0,0,0,0,0,0
4831440E17Rik,1,0,0,0,2,2
4833403J16Rik,148,164,193,93,52,112
4833404L02Rik,0,0,0,0,1,0
4833407H14Rik,81,99,72,24,20,45
4833411C07Rik,1,0,0,2,0,1
4833412C05Rik,0,0,0,0,0,0
4833412K13Rik,2,2,3,2,3,1
4833413E03Rik,0,1,0,0,4,4
4833413G10Rik,28,29,20,16,24,23
4833417C18Rik,16,7,15,33,32,21
4833418N02Rik,21,15,19,8,4,10
4833420G17Rik,1386,1369,1165,1508,1289,1406
4833421G17Rik,0,2,0,0,1,0
4833421K07Rik,1,0,1,0,0,1
4833422C13Rik,6,6,1,2,9,5
4833422M21Rik,7,2,1,3,8,10
4833423E24Rik,0,0,0,0,0,0
4833427F10Rik,4,7,1,2,1,2
4833427G06Rik,0,0,0,1,1,0
4833428L15Rik,0,0,0,0,0,0
4833439L19Rik,1024,1086,1288,1313,1304,1363
4833445I07Rik,27,24,22,49,26,38
4921501E09Rik,0,0,0,0,0,0
4921504A21Rik,1,0,0,1,0,0
4921504E06Rik,0,0,0,0,0,0
4921507G05Rik,1,0,0,0,1,1
4921507P07Rik,39,23,29,60,35,46
4921508D12Rik,0,0,0,0,0,0
4921508M14Rik,0,0,0,0,0,0
4921509A06Rik,0,0,0,0,0,0
4921509C19Rik,0,0,0,1,0,0
4921511C10Rik,2,3,2,2,7,2
4921511C20Rik,0,0,0,0,0,0
4921511E07Rik,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0
4921513H07Rik,0,0,0,0,0,0
4921513I03Rik,2,1,5,0,0,0
4921513I08Rik,0,0,0,0,0,0
4921514A10Rik,38,27,30,17,37,13
4921515E04Rik,1,0,0,0,0,2
4921517D22Rik,6,15,4,5,4,4
4921518K17Rik,5,5,6,5,6,6
4921521D15Rik,0,0,0,0,0,0
4921522P10Rik,1,0,1,1,1,0
4921523L03Rik,11,19,10,2,2,7
4921524J17Rik,377,418,380,492,375,445
4921524L21Rik,0,0,0,0,0,0
4921527H02Rik,14,12,6,0,3,4
4921528I07Rik,2,1,0,0,0,0
4921529L05Rik,8,4,1,0,1,0
4921530L21Rik,0,1,0,0,0,0
4921531C22Rik,42,40,47,49,41,28
4921534H16Rik,0,0,1,0,1,0
4921536K21Rik,14,8,10,7,4,11
4921539E11Rik,0,1,0,0,0,0
4921539H07Rik,0,0,0,0,0,0
4922502D21Rik,8,5,5,0,0,0
4922502N22Rik,0,0,0,0,0,0
4930401G09Rik,0,0,0,0,0,1
4930401O10Rik,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0
4930402C01Rik,0,0,0,2,5,0
4930402F06Rik,0,0,1,0,0,0
4930402F11Rik,0,0,0,0,0,0
4930402H05Rik,1,0,1,2,0,1
4930402H24Rik,583,492,561,109,86,168
4930402K13Rik,0,0,0,0,0,0
4930403D09Rik,1,2,2,0,1,3
4930403P22Rik,0,0,0,0,1,0
4930404A12Rik,56,44,0,72,48,30
4930404H24Rik,0,0,0,0,0,0
4930404I05Rik,16,21,16,26,14,17
4930404I20Rik,0,0,0,0,0,0
4930404N11Rik,24,29,20,6,17,18
4930405A21Rik,2,1,4,4,0,0
4930405D11Rik,0,0,0,0,0,0
4930405G09Rik,3,0,0,1,1,0
4930405H06Rik,0,0,0,0,0,0
4930405L22Rik,0,0,1,0,0,0
4930405N21Rik,2,0,0,0,0,0
4930405O22Rik,3,4,4,1,0,0
4930406D18Rik,0,1,0,0,0,0
4930407G08Rik,0,0,0,0,0,0
4930407I10Rik,1,1,0,0,1,0
4930408K08Rik,0,0,2,0,0,0
4930408O17Rik,0,0,0,0,0,0
4930412B13Rik,0,0,0,0,0,0
4930412C18Rik,0,0,0,0,0,0
4930412E21Rik,0,0,0,0,0,0
4930412F09Rik,0,0,0,0,0,0
4930412F12Rik,2,0,3,4,4,3
4930412L05Rik,1,0,0,0,0,0
4930412M03Rik,8,7,14,13,10,5
4930412O13Rik,0,0,0,0,0,0
4930413E15Rik,0,0,0,0,1,0
4930413G21Rik,12,7,10,2,0,7
4930415F15Rik,8,10,6,23,16,20
4930415L06Rik,0,0,0,0,0,0
4930415O20Rik,0,0,0,1,0,2
4930417H01Rik,3,0,1,0,0,0
4930417O13Rik,57,49,42,85,3,33
4930417O22Rik,0,0,0,0,0,0
4930419G24Rik,0,0,0,0,0,0
4930420N18Rik,0,0,0,0,0,0
4930421C12Rik,0,0,0,0,0,0
4930422C21Rik,0,0,0,0,0,0
4930422M22Rik,2,1,1,3,5,4
4930423C22Rik,1,0,0,0,1,0
4930423M02Rik,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,0,0
4930425L21Rik,0,0,0,0,0,0
4930425O10Rik,1,0,0,3,0,0
4930426D05Rik,717,860,695,58,6,49
4930426I24Rik,0,2,0,2,1,1
4930426L09Rik,15,12,15,17,15,7
4930427A07Rik,139,159,171,324,522,430
4930428D20Rik,0,0,0,0,0,0
4930428N03Rik,1,6,3,0,0,2
4930428O21Rik,11,8,6,3,4,5
4930429D17Rik,0,0,0,0,1,0
4930429F24Rik,4,1,1,1,0,1
4930429H19Rik,22,49,20,90,46,43
4930429P21Rik,0,0,0,0,0,0
4930430A15Rik,1,0,0,0,0,0
4930430E12Rik,7,12,10,2,5,4
4930430F08Rik,89,85,110,263,201,133
4930430O22Rik,0,0,0,0,0,0
4930431F12Rik,0,1,1,1,1,0
4930431L21Rik,0,0,0,0,0,0
4930431P03Rik,10,4,11,5,3,11
4930432B10Rik,3,2,0,3,1,2
4930432H08Rik,0,0,0,0,0,0
4930432K21Rik,40,35,24,16,14,22
4930432L08Rik,5,5,2,6,12,3
4930432M17Rik,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0
4930433I11Rik,0,0,1,0,0,1
4930433J02Rik,0,0,0,0,0,0
4930433N12Rik,0,0,0,2,0,0
4930434B07Rik,0,0,0,0,0,0
4930434O05Rik,0,0,0,0,0,0
4930435C17Rik,0,0,0,0,0,0
4930435E12Rik,0,1,0,0,0,0
4930435N07Rik,0,0,0,0,0,0
4930437M23Rik,0,1,0,0,0,0
4930438A08Rik,7,12,8,10,2,9
4930438E09Rik,0,0,0,0,0,0
4930439A04Rik,0,1,0,0,0,1
4930439D14Rik,66,39,47,5,4,6
4930440C22Rik,0,0,0,0,0,0
4930440I19Rik,0,0,0,0,0,0
4930441H08Rik,0,0,0,0,0,0
4930441J16Rik,0,0,0,0,0,0
4930442H23Rik,1,5,3,3,5,0
4930442J19Rik,0,0,0,0,0,0
4930442L01Rik,0,2,0,0,0,0
4930442P19Rik,0,1,0,0,0,0
4930443G03Rik,0,0,0,0,0,0
4930443O20Rik,0,0,0,0,0,0
4930444A19Rik,0,0,0,0,2,0
4930444E06Rik,1,2,3,0,2,1
4930444G20Rik,5,3,7,9,7,1
4930444M15Rik,0,0,0,0,0,0
4930444P10Rik,1,1,2,0,1,1
4930445B16Rik,0,0,1,0,2,1
4930445N08Rik,0,0,0,0,0,0
4930445N18Rik,2,2,0,0,0,0
4930447A16Rik,0,0,0,0,0,0
4930447C04Rik,3,3,2,0,1,2
4930447C11Rik,0,0,0,0,0,0
4930447F04Rik,0,0,0,0,0,0
4930447F24Rik,1,0,0,1,4,3
4930447M23Rik,0,0,0,0,0,0
4930447N08Rik,0,0,0,0,0,0
4930448A20Rik,0,0,0,0,0,2
4930448D08Rik,0,0,0,0,0,0
4930448E22Rik,18,5,14,14,10,6
4930448H16Rik,0,0,0,0,0,0
4930448I06Rik,2,0,0,0,0,1
4930448I18Rik,0,0,0,0,0,0
4930449E01Rik,0,0,0,0,0,0
4930449I04Rik,0,0,1,0,0,0
4930449I24Rik,0,0,0,0,0,0
4930451E10Rik,1,1,1,1,0,2
4930451G09Rik,57,48,43,19,13,19
4930451I11Rik,0,0,0,0,0,0
4930452B06Rik,5,0,3,54,1,0
4930452N14Rik,0,0,0,2,1,0
4930453H23Rik,0,0,1,0,0,0
4930453L07Rik,2,3,1,2,2,4
4930453N24Rik,677,749,751,1116,1006,903
4930453O03Rik,0,0,0,0,0,0
4930455B14Rik,0,0,0,0,0,0
4930455D15Rik,0,0,0,1,0,0
4930455G09Rik,1,6,1,2,0,1
4930455H04Rik,0,0,0,0,0,0
4930456G14Rik,0,0,1,0,0,0
4930456L15Rik,0,0,0,0,0,0
4930458A03Rik,0,0,0,0,0,0
4930458B22Rik,0,0,0,0,0,0
4930458D05Rik,8,1,1,1,0,3
4930459L07Rik,0,0,0,0,0,0
4930461C15Rik,0,0,0,0,0,0
4930461G14Rik,0,1,0,0,0,0
4930463O16Rik,0,0,0,0,0,0
4930465I24Rik,0,0,0,0,0,0
4930465M20Rik,0,0,0,0,1,0
4930466I24Rik,0,0,0,0,0,0
4930467D21Rik,0,0,0,0,0,0
4930467E23Rik,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0
4930469B13Rik,0,0,0,0,0,0
4930469K13Rik,0,0,1,0,0,0
4930470B04Rik,0,0,2,0,0,0
4930470G03Rik,2,0,6,14,14,17
4930470O06Rik,0,0,0,0,0,0
4930470P17Rik,0,0,0,0,0,0
4930471C04Rik,0,0,0,0,0,0
4930471C06Rik,0,0,0,0,0,0
4930471D02Rik,0,1,0,1,0,0
4930471M09Rik,0,1,0,0,2,0
4930473A02Rik,13,12,16,1,7,3
4930473D10Rik,0,0,0,0,0,0
4930474B08Rik,0,0,0,0,0,0
4930474H06Rik,3,0,1,3,0,0
4930474N05Rik,4,1,2,0,0,1
4930477E14Rik,0,0,0,1,0,0
4930477O15Rik,1,0,0,0,0,0
4930478K11Rik,2,1,3,3,3,1
4930478M09Rik,0,0,0,1,1,2
4930478P22Rik,0,0,0,0,0,0
4930479D17Rik,3,1,0,0,0,1
4930479H17Rik,0,0,0,0,0,0
4930480C01Rik,0,0,0,0,0,1
4930480E11Rik,0,0,0,0,0,0
4930480G23Rik,0,0,0,0,0,0
4930480K02Rik,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0
4930480K23Rik,31,25,22,18,22,32
4930481A15Rik,0,0,0,1,8,3
4930481B07Rik,14,7,7,14,10,5
4930483J18Rik,0,1,1,2,0,2
4930483K19Rik,0,1,0,0,1,1
4930483O08Rik,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0
4930486L24Rik,30,34,24,63,15,27
4930486N12Rik,0,0,0,0,0,0
4930487D11Rik,0,0,0,0,0,0
4930488B22Rik,1,1,1,0,0,0
4930488L21Rik,2,0,3,0,0,2
4930488N15Rik,0,0,0,0,0,0
4930500F04Rik,0,0,0,0,1,0
4930500F10Rik,0,1,0,0,0,1
4930500L23Rik,0,0,0,0,0,0
4930500M09Rik,10,10,12,8,21,10
4930502C17Rik,0,0,0,0,0,0
4930502E09Rik,2,0,0,0,1,2
4930502E18Rik,1,0,0,1,0,1
4930503B20Rik,0,2,1,0,4,0
4930503E14Rik,0,0,0,0,0,0
4930503L19Rik,538,540,528,749,481,604
4930503O07Rik,0,0,0,0,0,0
4930504D19Rik,0,0,0,0,0,0
4930504O13Rik,0,0,0,0,0,0
4930505A04Rik,0,1,1,1,0,0
4930505G20Rik,0,0,0,0,0,0
4930505K13Rik,0,0,0,0,0,0
4930505K14Rik,0,0,0,0,0,3
4930505M18Rik,0,0,1,1,0,0
4930505N22Rik,16,15,11,10,15,13
4930505O20Rik,0,0,0,0,0,0
4930506C21Rik,11,11,8,9,7,16
4930507D05Rik,10,5,3,29,28,27
4930507D10Rik,0,0,0,0,0,0
4930509E16Rik,6,2,4,10,9,5
4930509G22Rik,16,15,27,80,124,106
4930509H03Rik,0,0,1,0,0,1
4930509J09Rik,1,0,0,3,1,0
4930509K18Rik,0,0,0,0,0,0
4930510E17Rik,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,1,0
4930511E03Rik,2,10,8,0,0,0
4930511M06Rik,95,71,82,55,69,97
4930511M18Rik,0,0,0,0,0,0
4930511O05Rik,0,0,0,0,0,0
4930512B01Rik,9,12,2,12,4,11
4930512H18Rik,0,1,0,0,1,0
4930512J16Rik,0,0,1,0,0,0
4930512M02Rik,0,0,1,1,0,1
4930512P04Rik,1,0,0,1,0,0
4930513D17Rik,0,0,0,0,0,0
4930513N10Rik,40,33,41,78,69,130
4930513N20Rik,3,2,0,1,0,0
4930513O06Rik,0,0,0,0,0,0
4930515B02Rik,0,0,0,0,0,0
4930515G01Rik,21,28,22,129,63,108
4930515L19Rik,0,0,0,0,0,0
4930516B21Rik,0,0,0,0,1,0
4930516K23Rik,6,4,9,6,6,4
4930517E11Rik,0,0,0,0,0,0
4930517G19Rik,2,1,2,1,0,2
4930517J16Rik,2,0,2,0,0,0
4930517L18Rik,0,0,0,0,0,0
4930517O19Rik,0,0,0,0,0,0
4930518C09Rik,0,0,0,0,0,0
4930518I15Rik,12,11,8,3,4,8
4930518I17Rik,0,0,0,0,0,0
4930518J20Rik,0,0,0,0,0,0
4930518J21Rik,0,0,0,0,0,0
4930519A11Rik,0,0,0,0,0,0
4930519D14Rik,0,0,0,0,0,0
4930519E07Rik,0,0,0,0,0,0
4930519F24Rik,0,0,0,0,0,0
4930519G04Rik,2,1,1,0,3,1
4930519H02Rik,0,0,0,0,0,0
4930519L02Rik,0,6,0,6,1,6
4930519P11Rik,0,1,1,3,1,8
4930520M14Rik,1,2,2,2,1,6
4930520O04Rik,20,15,14,117,76,63
4930521E06Rik,0,0,0,0,0,0
4930522H14Rik,0,0,0,0,0,0
4930522L14Rik,266,269,256,198,177,197
4930522N08Rik,0,0,0,0,0,0
4930522O17Rik,0,0,0,0,0,0
4930523C07Rik,89,99,76,16,16,17
4930524B15Rik,0,0,0,0,0,0
4930524B17Rik,0,0,0,0,0,0
4930524J08Rik,16,3,9,27,59,46
4930524N10Rik,0,0,0,0,0,0
4930524O07Rik,29,24,22,33,14,12
4930524O08Rik,0,0,0,0,0,0
4930525G20Rik,0,0,0,1,1,0
4930526F13Rik,0,0,0,0,1,0
4930526L06Rik,2,2,5,0,3,1
4930526M16Rik,1,0,0,0,0,0
4930527A07Rik,1,0,0,1,0,0
4930527B05Rik,0,0,0,0,0,0
4930527E20Rik,0,0,0,0,0,0
4930527J03Rik,0,0,0,0,0,0
4930528D03Rik,4,5,13,5,5,5
4930528G23Rik,0,0,0,0,0,0
4930528H21Rik,0,0,0,0,0,0
4930528J11Rik,0,3,0,3,1,0
4930528P14Rik,0,0,0,0,0,0
4930529I22Rik,4,0,1,1,1,1
4930532G15Rik,1,0,1,6,3,2
4930532M18Rik,0,0,0,0,0,0
4930533B01Rik,0,0,0,0,0,0
4930533D04Rik,0,1,1,0,0,1
4930533I22Rik,8,5,0,2,4,6
4930533K18Rik,4,1,1,0,0,0
4930533L02Rik,0,0,0,0,0,0
4930533N22Rik,545,476,440,162,132,174
4930533O14Rik,1329,1542,1536,3216,3363,3221
4930533P14Rik,0,0,0,0,0,0
4930534D22Rik,0,0,0,0,1,0
4930535E02Rik,1,0,0,0,1,1
4930535G08Rik,0,0,0,0,0,0
4930535I16Rik,5,4,0,0,1,0
4930535L15Rik,1,0,0,0,0,0
4930535O05Rik,0,1,0,0,0,0
4930537H20Rik,22,8,21,16,27,16
4930538E20Rik,11,16,12,2,2,5
4930539C22Rik,0,0,0,0,0,0
4930539E08Rik,33,31,25,57,107,55
4930539J05Rik,54,58,76,63,68,53
4930539M17Rik,0,0,0,0,0,0
4930540E01Rik,0,0,0,0,0,0
4930540M05Rik,0,0,0,4,0,1
